"R_group"	"Substitution count"	"R-group to search for"	"Isostere substitution"	"Reaction (SMARTS)"
"c1cc(S(N)(=O)=O)ccc1[*]"	210	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#35&D1])-,=,:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#35&D1])-,=,:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	165	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#16]1-,=,:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1])-,=,:[#7]-,=,:[#7]-,=,:[#6]-,=,:1-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#16]1-,=,:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1])-,=,:[#7]-,=,:[#7]-,=,:[#6]-,=,:1-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	164	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#7&D1]):[#6]:[#6]:[#6]:1-[#16&D4](=[#8&D1])(=[#8&D1])-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#7&D1]):[#6]:[#6]:[#6]:1-[#16&D4](=[#8&D1])(=[#8&D1])-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	163	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#16&D4](-[#7&D1])(=[#8&D1])(=[#8&D1])-[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6](-[#17&D1]):[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#16&D4](-[#7&D1])(=[#8&D1])(=[#8&D1])-[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6](-[#17&D1]):[#6]:[#6]:1-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	144	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[#7&D2]-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[#7&D2]-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	139	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#53&D1]):[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#53&D1]):[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	131	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D3](-[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#6&D3](-[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	116	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	112	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D3](-[#7&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#6&D3](-[#7&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(S(N)(=O)=O)ccc1[*]"	109	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#16&D4](-[#7&D1])(=[#8&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	1707	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	1227	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	968	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	955	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	876	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	866	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	731	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	722	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1(-[#6&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1(-[#6&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	692	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	586	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	566	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	518	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	478	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	431	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#17&D1]):[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	405	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6&D4](-[#9&D1])(-[#9&D1])(-[#9&D1])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6&D4](-[#9&D1])(-[#9&D1])(-[#9&D1])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	364	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	342	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#35&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#35&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	295	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#8&D2]-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#8&D2]-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	292	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	282	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#35&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6]:[#6](-[#35&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	968	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	876	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	692	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	586	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	1227	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	518	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	566	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	955	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	431	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#17&D1]):[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	731	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	866	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	478	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	199	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]:1:[#6]:[#6]:[#6]:[#6]:2-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]:1:[#6]:[#6]:[#6]:[#6]:2-[*:1]"
"c1c(C(F)(F)F)ccc1[*]"	364	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]>>[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"C1CCCCC1C[*]"	985	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6&D2]-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
